id,name,link,current_price,original_price,discount_rate,rating_average,quantity_sold,authors,seller_name,category,manufacturer,short_description
3035263,Hành Trình Của Hổ  (Phần 3 series Tình Hổ),https://tiki.vn/product-p3035263.html?spid=3035265,140000,199000,30,5.0,110,Colleen Houck,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Văn Học,"Hành Trình Của Hổ  (Phần 3 series Tình Hổ)Đầy nguy hiểm, ma mị và lãng mạn, Hành trình của hổ đưa Kelsey và hai hoàng tử hổ tiến gần hơn tới việc phá bỏ lời nguyền.Sau trận đấu chống lại tên phù thủ..."
1042922,Độc Giả Thứ 7,https://tiki.vn/product-p1042922.html?spid=84594209,136325,143500,5,5.0,24,Lôi Mễ,AHABOOKS,Sách tiếng Việt,Nhà Xuất Bản Văn Học,"Độc Giả Thứ 7 Độc giả thứ 7 thực chất là tác phẩm đầu tay của Lôi Mễ, được đăng tải nhiều kì trên tạp chí truyện trinh thám của Trung Quốc. Tuy nhiên, đến gần đây Lôi Mễ mới cho xuất bản quyển sách. ..."
275676366,Trung Hoa Bách Quỷ Lục (Kỳ Thư Về Các Loài Ma Quỷ Trung Quốc),https://tiki.vn/product-p275676366.html?spid=275693051,214400,268000,20,5.0,3,Linh Lan Books,NHBook,Truyện kinh dị,Nhà Xuất Bản Hội Nhà Văn,"Giới thiệu sách:Tín ngưỡng dân gian Trung Quốc có sự phân biệt tương đối chặt chẽ về các loài yêu ma quỷ quái, chủ yếu dựa trên nguồn gốc hình thành của chúng. Nếu như Yêu là các sinh vật sống lâu năm..."
273516691,Nhục Hồng Ngải - Những Đứa Trẻ Mất Tích ( Tặng kèm sổ tay xương rồng ),https://tiki.vn/product-p273516691.html?spid=273516692,120000,150000,20,4.8,11, Thục Linh,NHBook,Truyện kinh dị,Nhà Xuất Bản Thanh Niên,Nhục Hồng Ngải - Những Đứa Trẻ Mất Tích ( Tặng kèm sổ tay xương rồng )Sổ tay ngẫu nhiên 1 trong 4 hình“NHỤC HỒNG NGẢI - NHỮNG ĐỨA TRẺ MẤT TÍCH”  - Cuốn sách ẩn giấu những bí mật rùng rợnvề bùa ngải ...
253274970,Sách Truyện Kinh Dị - Chiếc Xe Kéo Ma (Tuyển Chọn Truyện Ngắn Kinh Dị Của Rudyard Kipling),https://tiki.vn/product-p253274970.html?spid=253274971,61600,77000,20,5.0,67,,Phúc Minh Books,Truyện kinh dị,Nhà Xuất Bản Văn Học,"VỀ SẢN PHẨMCuốn sách gồm 7 truyện ngắn kinh dị tuyển chọn. Mỗi câu chuyện sẽ cho người đọc thấy được các góc khuất khác nhau của Ấn Độ xưa cũ, từ man rợ, mất bình đẳng, cướp bóc tới ma quái.Nếu Vượt..."
185360753,Khế ước bán dâu - Thục Linh,https://tiki.vn/product-p185360753.html?spid=274183205,116350,179000,35,4.8,31, Thục Linh,1980 BOOKS HCM,Sách tiếng Việt,Nhà Xuất Bản Thanh Niên,Khế Ước Bán DâuTác giả Thục LinhNXB NXB Thanh NiênNăm XB 2022Trọng lượng (gr) 450Kích Thước Bao Bì 20.5 x 13.5 x 1 cmSố trang 476Hình thức Bìa MềmBước chân vào làm dâu của một gia đình phú hộ nức ti...
276525604,Bàn về sự chậm rãi - Cho những ai không muốn thúc ép thời gian hoặc bị thời gian thúc ép,https://tiki.vn/product-p276525604.html?spid=276525608,85760,128000,33,4.0,63,Pierre Sansot,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Công Thương,"Giới thiệu sáchMột trong những cách hành xử khôn ngoan ấy là không thúc ép thời gian, không để thời gian thúc bách ta, để bản thân ta có khả năng đón nhận biến cố khi nó xảy tới. Chúng ta gọi khả năn..."
274352192,Tết cỏ ngọt,https://tiki.vn/product-p274352192.html?spid=274352193,167000,225000,26,5.0,148,Robin Wall Kimmerer,Tiki Trading,Root,Nhà Xuất Bản Văn Học,"Là một nhà khoa học, một hậu duệ của thổ dân da đỏ Bắc Mỹ, tác giả Kimmerer đã kể lại những câu chuyện cho thấy Cây cối, Đất đai và Thực vật đã mang đến cho chúng ta những món quà và bài học quý giá n..."
273119845,Ông Trùm Cuối Cùng (Mario Puzo),https://tiki.vn/product-p273119845.html?spid=238701,97600,150000,35,4.8,3632,Mario Puzo,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Văn Học,"Ông Trùm Cuối CùngMario Puzo đã làm nên tên tuổi với tiểu thuyết Bố Già - một tác phẩm về đề tài mafia. Và rồi, sau một phần tư thế kỉ, với Ông trùm cuối cùng, ông lại một lần nữa chiêu đãi độc giả m..."
242424688,Mẹ làm gì có ước mơ,https://tiki.vn/product-p242424688.html?spid=242424691,65000,89000,27,5.0,1559,Hạ Mer,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Văn Học,"“Ước mơ của mẹ là gì?”“Thì cho chúng mày ăn học đàng hoàng, đầy đủ để mai sau đỡ khổ.”“Không, ước mơ khác cơ.”“Mai sau chúng mày lập gia đình, chọn được đúng người, vợ chồng yêu thương nhau.”“Ước ..."
202879294,Người Đàn Ông Mang Tên Ove (Tái Bản 2022),https://tiki.vn/product-p202879294.html?spid=202879295,130000,160000,19,5.0,4259,Fredrik Backman,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,NXB Trẻ,Người đàn ông mang tên Ove năm nay năm mươi chín tuổi. Ông là kiểu người hay chỉ thẳng mặt những kẻ mà ông không ưa như thể họ là bọn ăn trộm và ngón trỏ của ông là cây đèn pin của cảnh sát. Ove tin t...
195662905,Circe,https://tiki.vn/product-p195662905.html?spid=195662907,134000,200000,33,4.8,396,Madeline Miller,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Kim Đồng,Tiểu thuyết mới của Madeline Miller – tác giả của Trường ca Achilles!PHỤ NỮ. PHÙ THUỶ. THẦN THOẠI. PHÀM NH N. BỊ RUỒNG BỎ. TÌNH NH N. KẺ HUỶ DIỆT. NGƯỜI SỐNG SÓT. CIRCE.Một cô con gái ra đời trong c...
187843291,Nhật ký Đặng Thùy Trâm,https://tiki.vn/product-p187843291.html?spid=187843293,59599,90000,34,5.0,1459,Đặng Thùy Trâm,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Hội Nhà Văn,"Một cuốn nhật kí nhặt được bên xác của một nữ Việt Cộng đã suýt bị người lính Mỹ ném vào lửa, nhưng người phiên dịch đã khuyên anh ta nên giữ lại vì ""trong đó có lửa"". Nhật kí Đặng Thùy Trâm là những ..."
186290802,Bàn Có Năm Chỗ Ngồi (Tái Bản 2022),https://tiki.vn/product-p186290802.html?spid=186290805,31200,38000,18,4.8,1073,Nguyễn Nhật Ánh,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,NXB Trẻ,"Câu chuyện xoay quanh tình bạn của năm đứa trẻ ngồi cùng bàn trong lớp 8A2: Huy, Bảy, Hiền, Quang, Đại, năm con người với năm tính cách, hoàn cảnh khác nhau cùng nhiều trò nghịch ngợm, những mâu thuẫn..."
186290796,Còn chút gì để nhớ (Tái Bản 2022),https://tiki.vn/product-p186290796.html?spid=186290799,35700,43000,17,5.0,1095,Nguyễn Nhật Ánh,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,NXB Trẻ,"Đó là những kỷ niệm thời đi học của Chương, lúc mới bước chân vào Sài Gòn và làm quen với cuộc sống đô thị. Là những mối quan hệ bạn bè tưởng chừng hời hợt thoảng qua nhưng gắn bó suốt cuộc đời. Cuộc ..."
186286174,Trại Hoa Vàng (Tái Bản 2022),https://tiki.vn/product-p186286174.html?spid=186286179,41100,50000,18,4.6,503,Nguyễn Nhật Ánh,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,NXB Trẻ,"Truyện đã được đăng dài kỳ trên báo Mực Tím. Chuẩn nhà nghèo, học không khá lắm, nhưng có nhiều bạn. Yêu hoa, Chuẩn đã tự trồng được một vườn hoa vàng. Có cô bé tên Thảo hàng xóm thường hay sang chơi ..."
185888686,Trường An Ly Ca 3 – Cao Sơn Lưu Thuỷ,https://tiki.vn/product-p185888686.html?spid=185888687,113900,170000,33,4.8,305,Úc Phức,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Hà Nội,"""Niên thiếu quen nhau, ngưỡng mộ tài chí, thấm nhiễm phẩm cách. [] Ý hợp tâm đầu, cả đời không phụ. Nay dựa lan can đứng, hứng gió nhìn xa, cỏ cây trong sân cùng trồng đã sum suê cao vút. Năm tháng tr..."
181699672,Shuggie Bain: Chiếc Linh Hồn Nhỏ,https://tiki.vn/product-p181699672.html?spid=181699673,181000,235000,23,5.0,526,Douglas Stuart,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Văn Học,"SHUGGIE BAIN: Chiếc linh hồn nhỏ - BOOKER 2020“SHUGGIE BAIN: Chiếc linh hồn nhỏ sở hữu một văn phong đầy nhạc tính. Đó không phải thứ âm nhạc du dương, khuôn đúc, cầu kỳ, lớp lang; hay nói chính xác ..."
181699664,Những Ngã Tư Và Những Cột Đèn,https://tiki.vn/product-p181699664.html?spid=181699665,133640,200000,33,4.8,1060,Trần Dần,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Hội Nhà Văn,Tôi qua ngã tư Cửa Nam. Ngã tư Cửa Nam đầy khói. Để không thể đếm bao nhiêu nốt chân trên ngã tư. Ai đếm bao nhiêu nốt chân khôn dại. Bao nhiêu nốt chân vui buồn? Ai đếm những ngã tư đời láo nháo nốt ...
177487151,Nếu Biết Trăm Năm Là Hữu Hạn,https://tiki.vn/product-p177487151.html?spid=177487152,120000,159000,25,5.0,1508,Phạm Lữ Ân,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Thế Giới,"Nếu biết trăm năm là hữu hạn ngay từ tên gọi đã rất gợi mở và đầy ẩn ý. Với những cảm xúc sâu lắng, bao gồm những bài viết ngắn, đầy chất thơ, chiêm nghiệm về mọi vấn đề của cuộc sống hôm nay, với nhữ..."
176550203,Cuộc Đời Ngắn Lắm Đừng Ôm Muộn Phiền,https://tiki.vn/product-p176550203.html?spid=176550204,61700,88000,30,5.0,1093,Mộc Nhi,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Văn Học,"Bạn nghĩ cuộc đời này dài ư? Thật ra nó ngắn hơn ta tưởng tượng.Bạn nghĩ bạn đau lòng thì tất cả mọi người sẽ bên bạn an ủi ư? Thật ra dù bạn có ra sao thì mỗi ngày vẫn trôi qua, mặt trời vẫn cứ mọc ..."
162844699,Tạm Biệt Tôi Của Nhiều Năm Về Trước,https://tiki.vn/product-p162844699.html?spid=162844704,68500,95000,28,4.8,4410,An,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Dân Trí,"Dành tặng bạn, những người muốn buông bỏ những “điều đã cũ” nhưng chưa đủcan đảm.Dành tặng những ai đang khao khát được “chạm vào”, được vỗ về và thấu hiểu.Dành tặng cho tất cả chúng ta, trong nhữn..."
157432540,Thư Tình Gửi Một Người (Trịnh Công Sơn) (Tái Bản),https://tiki.vn/product-p157432540.html?spid=157432541,99000,195000,49,5.0,1213,Trịnh Công Sơn,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,NXB Trẻ,Tập sách gồm toàn bộ thư từ và hình ảnh liên quan mà nhạc sĩ Trịnh Công Sơn đã gửi cho Ngô Vũ Dao Ánh – người con gái đã là nhân vật trong nhiều khúc tình ca của nhạc sĩ từ n...
153518828,Hong Tay Khói Lạnh (Tản Văn Nguyễn Ngọc Tư),https://tiki.vn/product-p153518828.html?spid=153518829,73300,90000,19,5.0,2575,Nguyễn Ngọc Tư,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,NXB Trẻ,"“Giống như mấy bộ phim hậu tận thế (cũng là giả tưởng buồn hiu): bề mặt trái đất không còn sự sống, không màu xanh, chỉ bụi xám chì phủ lớp đất bạc như muối hầm. Và nắng, thứ nắng lửa tận diệt mọi sin..."
145977548,Kiếp Người - Vĩnh Cửu Và Vô Thường ,https://tiki.vn/product-p145977548.html?spid=145977549,29700,79000,62,4.7,3166,Vũ Hoàng Long,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Thanh Niên,"“Kiếp Người: Vĩnh Cửu và Vô Thường” là một dòng tự sự, hồi cố về ký ức và quá trình lớn lên của một đứa trẻ, từ ngày nó còn ở tuổi thơ ấu cho đến ngày nó chạm chán với xã hội xung quanh mình. Cuốn sác..."
145288026,Chia Rẽ - Tại Sao Chúng Ta Đang Sống Trong Thời Đại Của Những Bức Tường,https://tiki.vn/product-p145288026.html?spid=145288028,132741,200000,34,5.0,2956,Tim Marshall,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Dân Trí,"Tim Marshall là ký giả kỳ cựu, nhưng ông cũng nổi tiếng không kém trong vai trò tác giả. Ông viết sáu cuốn sách, trong đó nổi tiếng nhất là Những tù nhân của địa lý, đã có ấn bản tiếng Việt, và Chia r..."
121185868,Vang Bóng Một Thời (Việt Nam Danh Tác),https://tiki.vn/product-p121185868.html?spid=121185871,50879,76000,33,4.8,1744,Nguyễn Tuân,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Hội Nhà Văn,Chùa nhà ta có cái giếng này quý lắm. Nước rất ngọt. Có lẽ tôi nghiện trà tàu vì nước giếng chùa nhà đây. Tôi sở dĩ không đi đâu xa được là vì không đem theo được nước giếng này đi để pha trà. Bạch sư...
120509490,Thương Nhớ Mười Hai (Việt Nam Danh Tác) (Tái Bản),https://tiki.vn/product-p120509490.html?spid=120509492,62975,99000,36,5.0,2198,Vũ Bằng,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Hội Nhà Văn,"“Nhớ lại có những đêm tháng mười ở Hà Nội, vợ chồng còn sống cạnh nhau, cứ vào khoảng này thì mặc áo ấm dắt nhau đi trên đường khuya tìm cao lâu quen ăn với nhau một bát tam xà đại hội có lá chanh và ..."
120219394,Tôi Nói Gì Khi Nói Về Chạy Bộ,https://tiki.vn/product-p120219394.html?spid=120219395,50119,76000,34,5.0,5756,Haruki Murakami,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Hội Nhà Văn,"Liệu có gì chung giữa viết văn và chạy bộ? Có, Haruki Murakami trả lời, giản dị, tự tin, bằng hành động viết và bằng cuộc sống của chính mình. Nhà văn Nhật Bản nổi tiếng, tác giả Rừng Na Uy, Biên niên..."
109017985,"Thiên Tài Bên Trái, Kẻ Điên Bên Phải (Tái Bản)",https://tiki.vn/product-p109017985.html?spid=109017987,126000,179000,30,4.8,26667,Cao Minh,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Thế Giới,"NẾU MỘT NGÀY ANH THẤY TÔI ĐIÊN, THỰC RA CHÍNH LÀ ANH ĐIÊN ĐẤY!Hỡi những con người đang oằn mình trong cuộc sống, bạn biết gì về thế giới của mình? Là vô vàn thứ lý thuyết được các bậc vĩ nhân kiểm ch..."
95289208,Người Bà Tài Giỏi Vùng Saga,https://tiki.vn/product-p95289208.html?spid=95289212,89700,128000,30,5.0,4383,Yoshichi Shimada,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Thanh Niên,Hạnh phúc không phải là thứ được định đoạt bằng tiền. Hạnh phúc phải được định đoạt bằng tâm thế của mỗi chúng ta...
87226756,"Những Đêm Không Ngủ, Những Ngày Chậm Trôi",https://tiki.vn/product-p87226756.html?spid=87226759,49100,86000,43,4.8,9263,A Crazy Mind team,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Văn Học,"NHỮNG ĐÊM KHÔNG NGỦ NHỮNG NGÀY CHẬM TRÔI - A CRAZY MIND“Những đêm không ngủ, những ngày chậm trôi” đại diện cho một hành tinh mới - nơi nỗi đau tinh thần được đưa ra ánh sáng và chữa lành.Cuốn sách ..."
77324132,Phụ Nữ Hiểu Biết Sẽ Có Cuộc Sống Đẳng Cấp Hơn (Tặng Kèm Bookmark),https://tiki.vn/product-p77324132.html?spid=77324133,85700,119000,28,5.0,3840,Jenny Kiều,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Văn Học,"Phụ Nữ Hiểu Biết Sẽ Có Cuộc Sống Đẳng Cấp Hơn (Tặng Kèm Bookmark)Thế giới này có một kiểu phụ nữ sống vô tư thoải mái, rất khó để nhìn thấy dáng vẻ chau mày nhăn nhó của họ, cũng chưa bao giờ nghe th..."
74981856,"Gửi Bạn, Người Đã Kiệt Sức Vì Những Chịu Đựng Âm Thầm [Tặng Kèm: 1 Bookmark Daisy]",https://tiki.vn/product-p74981856.html?spid=74981857,57700,96000,40,5.0,3303,Geulbaewoo,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Thế Giới,"Bất kỳ ai giữa cuộc sống,Đều sẽ có khoảnh khắc kiệt sức hoặc chẳng còn yêu thích bất cứ điều gì.Đó là khoảnh khắc bản thân trở nên yếu đuối nhất trong cuộc đời.Đừng tự trách bản thân đã trở nên yếu..."
69764547,Hẹn Nhau Phía Sau Tan Vỡ,https://tiki.vn/product-p69764547.html?spid=71104902,62000,86000,28,4.8,6852,An ,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Phụ Nữ Việt Nam,"HẸN NHAU PHÍA SAU TAN VỠCuốn sách này…Dành tặng những tâm hồn tan vỡ, đã yêu, đã chia ly, đã từ biệt…Và lời chúc cho một cuộc hạnh ngộ đủ đầy yêu thương.“Có nhiều lần tự hỏi, tại sao ngoài kia có ..."
55605172,Tắt Đèn (Tái Bản 2020),https://tiki.vn/product-p55605172.html?spid=55605173,38400,50000,23,5.0,1249,Ngô Tất Tố,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Văn Học,Tắt Đèn (Tái Bản 2020)Tắt đèn của nhà văn Ngô Tất Tố phản ánh rất chân thực cuộc sống khốn khổ của tầng lớp nông dân Việt Nam đầu thế kỷ XX dưới ách đô hộ của thực dân Pháp. Tác phẩm xoay quanh nhân ...
54614797,"Có Một Ngày, Bố Mẹ Sẽ Già Đi",https://tiki.vn/product-p54614797.html?spid=54614798,72100,92000,22,4.8,13336,Nhiều tác giả,Tiki Trading,Nhà Sách Tiki,Nhà Xuất Bản Thế Giới,"RỒI MỘT NGÀY, BỐ MẸ SẼ GIÀ ĐICàng lớn lên, những quyến luyến của chúng ta đối với bố mẹ càng ít. Khi đại bàng non có thể giương cánh, nó luôn hướng tới không trung, chứ không phải rúc vào đôi cánh bố..."
41556498,"Tác Phẩm Kinh Điển: Thiên Tài Bên Trái, Kẻ Điên Bên Phải / Sách Văn Học Hay (Tặng Kèm Bookmark Thiết Kế Bookmark Happy Life)",https://tiki.vn/product-p41556498.html?spid=222723835,143200,179000,20,5.0,9,Cao Minh,NHBook,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Thế Giới,"Tác Phẩm Kinh Điển: Thiên Tài Bên Trái, Kẻ Điên Bên Phải / Sách Văn Học Hay (Tặng Kèm Bookmark Thiết Kế Bookmark Happy Life)NẾU MỘT NGÀY ANH THẤY TÔI ĐIÊN, THỰC RA CHÍNH LÀ ANH ĐIÊN ĐẤY!Hỡi những co..."
4466841,Trưởng Thành Sau Ngàn Lần Tranh Đấu (Tái Bản),https://tiki.vn/product-p4466841.html?spid=4466843,63450,95000,33,4.7,9819,Kim Ran Do,Tiki Trading,Nhà Sách Tiki,Nhà Xuất Bản Hà Nội,"Trưởng Thành Sau Ngàn Lần Tranh Đấu (Tái Bản)Không chao đảo thì không phải là người lớn, phải ngàn lần tranh đấu mới có thể trưởng thành. Có đau đớn mới là tuổi trẻ? Nếu vậy thì có chao đảo mới trở t..."
3954355,Yêu Những Điều Không Hoàn Hảo,https://tiki.vn/product-p3954355.html?spid=3955615,88264,139000,37,5.0,41967,Hae Min,Tiki Trading,Nhà Sách Tiki,Nhà Xuất Bản Thế Giới,"Yêu Những Điều Không Hoàn HảoĐại đức Hae Min sinh ra và lớn lên tại Hàn Quốc. Sau khi hoàn thành bằng Thạc sĩ Tôn giáo học đối chiếu ở Đại học Havard và Tiến sĩ Tôn giáo học ở Đại học Princeton, ông ..."
3304875,Điều Kỳ Diệu Của Tiệm Tạp Hóa NAMIYA (Tái Bản),https://tiki.vn/product-p3304875.html?spid=3304877,64640,105000,38,5.0,34303,Higashino Keigo,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Hội Nhà Văn,"Điều Kỳ Diệu Của Tiệm Tạp HóaMột đêm vội vã lẩn trốn sau phi vụ khoắng đồ nhà người, Atsuya, Shota và Kouhei đã rẽ vào lánh tạm trong một căn nhà hoang bên con dốc vắng người qua lại. Căn nhà có vẻ k..."
3048355,Nhà (Tái Bản),https://tiki.vn/product-p3048355.html?spid=3070291,67580,109000,38,4.8,4582,Nguyễn Bảo Trung,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Thế Giới,"Nhà""Có nhiều người đã trải qua biết bao lần thăng trầm, đã hiểu được thế nào là mái nhà thế nào là mái ấ họ sẽ đi thật chậm, nương vào nhau mà bước. Họ hiểu ai cũng có lỡ lầm, không trọn vẹ, vì thế h..."
535576,Walden - Một Mình Sống Trong Rừng,https://tiki.vn/product-p535576.html?spid=114245617,156000,180000,13,4.8,157,Henry David Thoreau,NHBook,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Tri Thức,"Walden - Một Mình Sống Trong Rừngphiên bản sách khổ nhỏ kích thước 13x18 khách hàng cân nhắcWalden - Một Mình Sống Trong Rừng là một hồi tưởng đầy chiêm nghiệm suy tư về quãng đời ""hai năm hai tháng..."
276504681,Về Nhà Ăn Bát Cháo Hành,https://tiki.vn/product-p276504681.html?spid=276504682,80900,105000,23,5.0,43,Doãn Hằng,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Văn Học,"Giới thiệu“Tuần nào về nhà, mẹ cũng gói ghém rau, cá, thịt thà cho mình mang ra nấu ăn. Mẹ để dành phần ngon nhất đợi khi nào mình về thì nấu những món mình thích. Đều đặn mỗi tuần ba sẽ kiểm tra lốp..."
276401022,Tiếng Anh Du Ký - My English Journey,https://tiki.vn/product-p276401022.html?spid=276401024,136000,169000,20,5.0,69,Lee Việt,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Nhà Xuất Bản Phụ Nữ Việt Nam,Giới thiệu sách“tiếng Anh Du Ký - My English Journey”: Cuốn Sách Song Ngữ Anh - Việt Truyền Niềm Đam Mê Chinh Phục Ngoại Ngữ Cho Giới Trẻ!“Tiếng Anh du ký - My English journey” mở ra hành trình đầy ...
275611105,Ba nghìn thế giới thơm,https://tiki.vn/product-p275611105.html?spid=275611107,143577,220000,35,5.0,75,Nhật Chiêu,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Văn Học,"“Haiku trao tặng cho ta một niềm vui lặng lẽ, như một làn hương nhẹ bay đi.”Thơ ca cổ điển Nhật Bản là như vậy. Không hoành tráng thênh thang như đại lộ thơ của nhiều xứ khác. Không going tố sấm sét...."
274599269,"Nơi Nào Có Mẹ, Nơi Ấy Là Nhà",https://tiki.vn/product-p274599269.html?spid=274599608,68500,90000,24,5.0,289,Hạ Mer,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn,Nhà Xuất Bản Văn Học,"Quà tặng: - Bản thường: Bookmark- Bản đặc biệt: Bookmark + 1 móc khóaTrên đời này, sẽ chẳng có ai vì bạn quan tâm mà hỏi “Dạo này con làm gì, dạo này con có đủ tiền không, dạo này con có ăn uống đầ..."
271729831,Sách - Combo 4 Cuốn Lén Nhặt Chuyện Đời + Dẫu Có Ra Đi Vẫn Sẽ Cười + Ai Rồi Cũng Sẽ Bình Yên + Lữ Khách Ven Đường (Sbooks),https://tiki.vn/product-p271729831.html?spid=271982411,199000,380000,48,4.5,37,,TIỆM SÁCH KHAI TÂM,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,nxb van hoc,THÔNG TIN TÁC PHẨMTên tác phẩm : Combo 4 cuốn (Lữ Khách Ven Đường + Ai Rồi Cũng Sẽ Bình Yên + Lén Nhặt Chuyện Đời + Dẫu Có Ra Đi Vẫn Sẽ Cười)Thể loại: Sách Hướng Nghiệp & Phát Triển Bản ThânTh...
249374002,Hãy Chăm Sóc Mẹ,https://tiki.vn/product-p249374002.html?spid=249374003,70440,106000,34,5.0,923,Shin Kyung-sook,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Hà Nội,Tác phẩm Hãy chăm sóc mẹ của nhà văn Hàn Quốc Kyung-sook Shin mở đầu bằng khung cảnh xáo trộn của một gia đình. Mẹ bị lạc khi chuẩn bị bước lên tàu điện ngầm cùng bố ở ga Seoul. Hai ông bà dự định lên...
198644079,Hồ (Kawabata Yasunari),https://tiki.vn/product-p198644079.html?spid=198644081,62370,99000,37,4.8,603,Kawabata Yasunari,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Văn Học,"Em đã bao giờ bắt gặp cảm giác đó chưa? Cái cảm giác: Ôi! Thật tiếc, chỉ một lần lướt qua nhau rồi mãi mãi cách xa… Anh thì bắt gặp nhiều lắm. Con người này sao mà khiến ta yêu mến quá chừng, cô gái n..."
197657913,Những Giấc Mơ Ở Hiệu Sách Morisaki,https://tiki.vn/product-p197657913.html?spid=197657916,49007,75000,35,5.0,878,Yagisawa Satoshi,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Hà Nội,"Bị người yêu lừa dối, Takako bỏ việc và rơi vào chuỗi ngày ngủ triền miên để trốn tránh nỗi buồn. Thế rồi, một cuộc điện thoại từ người cậu ruột cả 10 năm trời không gặp đã đánh thức cô khỏi cơn mộng ..."
197344441,Như Cơn Gió Thoảng - Nghĩ Về Những Qui Luật Cuộc Sống,https://tiki.vn/product-p197344441.html?spid=197344444,89800,115000,22,5.0,261,Nguyễn Văn Tuấn,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,NXB Trẻ,Như cơn gió thoảng - Nghĩ về những qui luật cuộc sống được giáo sư Nguyễn Văn Tuấn viết trong thời gian phong tỏa từ đầu tháng 7 đến giữa tháng 10 (năm 2021). Dưới góc nhìn của một nhà khoa học mang t...
192452461,Tuyển Tập Truyện Ngắn Miyazawa Kenji,https://tiki.vn/product-p192452461.html?spid=192452462,128000,165000,22,4.6,159,Miyazawa Kenji,Tiki Trading,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhà Xuất Bản Thanh Niên,"“Bạn có muốn biết, tại sao một nhà văn sống cách đây hơn một trăm năm lại xuất hiện trong lễ bế mạc Tokyo Olympic 2020 không? Bạn có muốn biết tại sao một nhà văn đồng thoại lại được giới thiệu đầy t..."
